Title,Author,Score,Ratings,Published
"A Game of Gods (Hades x Persephone Saga, #6)",Scarlett St.  Clair,4.17,1520,2023
Between Shades of Gray,Ruta Sepetys,4.37,227916,2011
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.65,355334,2018
"Trouble at Brayshaw High (Brayshaw, #2)",Meagan Brandy,4.35,21783,2019
Just Haven&#39;t Met You Yet,Sophie Cousens,3.78,49795,2021
"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,3.37,152420,2020
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond",Jon Savage,4.06,6975,1991
Horses of Fire: A Novel of Troy,A.D. Rhine,4.39,71,2023
"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.76,212888,2014
"‎Magical Midlife Alliance (Leveling Up, #7)",K.F. Breene,4.73,5441,2023
An American Beauty,Shana Abe,4.23,2692,2023
The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,4.2,63849,2008
"Spy×Family 3 (SpyxFamily, #3)",Tatsuya Endo,4.54,30082,2020
The Comfort Book,Matt Haig,4.09,50130,2021
Zawsze chodziło o ciebie,Agata Polte,4.44,1431,2023
Junkyard Joe,Geoff Johns,4.09,90,2023
The Girl from Guernica,Karen Robards,4.37,2928,2022
Hotel Laguna,Nicola  Harrison,3.93,985,2023
SAKAMOTO DAYS 9,Yuto Suzuki,4.24,212,2022
"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6246259,2005
Amboy: Recipes from the Filipino-American Dream,Alvin Cailan,4.09,116,2020
The Four Winds,Kristin Hannah,4.3,573496,2021
Testimony: Inside the Evangelical Movement That Failed a Generation,Jon Ward,4.11,581,2023
"Leviathan Falls (The Expanse, #9)",James S.A. Corey,4.54,46144,2021
"The Chase (Briar U, #1)",Elle Kennedy,3.89,146674,2018
"Fallen (Fallen, #1)",Lauren Kate,3.72,570236,2009
High Fidelity,Nick Hornby,3.91,195688,1995
The Hanging City,Charlie N. Holmberg,4.2,2759,2023
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.37,280256,2013
Countries of Origin,Javier Fuentes,3.69,121,2023
"Fairy Tail, Vol. 01",Hiro Mashima,4.36,114337,2006
The Essential Rumi,Rumi,4.39,45935,1273
"Beautiful World, Where Are You",Sally Rooney,3.55,339239,2021
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.27,247366,1926
"Blood &amp; Honey (Serpent &amp; Dove, #2)",Shelby Mahurin,3.54,102336,2020
나 혼자만 레벨업 5,Chugong,4.56,2485,2018
"Spy×Family 7 (SpyxFamily, #7)",Tatsuya Endo,4.41,15851,2021
"Break Up with Him, for Me (You Belong with Me, #1)",Whitney G.,4.04,5522,2021
On Earth as It Is on Television,Emily  Jane,3.71,1029,2023
Love and Other Words,Christina Lauren,4.31,425078,2018
No Country for Eight-Spot Butterflies: A Lyric Essay,Julian Aguon,4.29,446,2022
The E-myth Revisited,Michael E. Gerber,4.06,82110,1985
Catedrales,Claudia Piñeiro,4.18,7187,2020
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,9444576,1997
Hippie,Paulo Coelho,3.62,23099,2018
Maureen (Harold Fry #3),Rachel Joyce,3.96,4318,2023
The Only Purple House in Town,Ann Aguirre,3.58,733,2023
Tuesdays with Morrie,Mitch Albom,4.16,971382,1997
The Spymaster’s Mistress,Pamela R. Winnick,4.5,2,2023
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,3.88,58336,2019
"Sempiterno (Extraños, #2)",Joana Marcús,4.55,12098,2020
Under the Eye of Power: How Fear of Secret Societies Shapes American Democracy,Colin Dickey,4.13,54,2023
Overemotional,David Fenne,3.93,106,2023
Naked,David Sedaris,4.09,261083,1997
"Wake Me After the Apocalypse (Bunker, #1)",Jordan Rivet,4.07,2709,2018
The Forgotten Palace,Alexandra Walsh,4.27,828,2023
The Last Bookshop in London,Madeline  Martin,4.15,57513,2021
"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,3.97,125878,1992
The Communist Manifesto,Karl Marx,3.64,154030,1848
The Making of Biblical Womanhood: How the Subjugation of Women Became Gospel Truth,Beth Allison Barr,4.42,11491,2021
Dear Mothman,Robin Gow,4.27,657,2023
"That Second Chance (Getting Lucky, #1)",Meghan Quinn,4.13,20689,2019
A Heart That Works,Rob Delaney,4.61,18436,2022
Kisses and Croissants,Anne-Sophie Jouhanneau,3.78,12592,2021
"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.05,514572,1955
My Best Friend's Exorcism,Grady Hendrix,3.96,90653,2016
Hiroshima,John Hersey,4.02,76437,1946
Rain Rising,Courtne Comrie,4.44,386,2022
"The Stoic Challenge: A Philosopher&#39;s Guide to Becoming Tougher, Calmer, and More Resilient",William B. Irvine,3.72,4549,2019
The War Girls,V.S. Alexander,4.08,2572,2022
"The Eye of the Bedlam Bride (Dungeon Crawler Carl, #6)",Matt Dinniman,4.78,2444,2023
The 9th Man (Luke Daniels #1),Steve Berry,4.36,1398,2023
Pride and Prejudice,Jane Austen,4.28,4018248,1813
"An Optimist&#39;s Guide to Heartbreak (Heartsong, #1)",Jennifer Hartmann,4.23,6958,2023
Saints of the Household,Ari Tison,4.24,412,2023
Batman Beyond the White Knight,Sean        Murphy,4.12,325,2023
"Royal Tea Service (Tea Princess Chronicles, #3)",Casey  Blair,4.38,589,2022
"Spy×Family 4 (SpyxFamily, #4)",Tatsuya Endo,4.57,25439,2020
On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,Elise Loehnen,4.05,1009,2023
"A Spindle Splintered (Fractured Fables, #1)",Alix E. Harrow,3.64,26373,2021
"Three Sisters (The Tattooist of Auschwitz, #3)",Heather   Morris,4.38,53646,2021
Queen of Exiles,Vanessa Riley,3.94,95,2023
A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,4.15,42828,2019
The Witches,Roald Dahl,4.17,381769,1983
Wednesdays at One,Sandra A.  Miller,3.8,202,2023
"Hooky (Hooky, 1)",Míriam Bonastre Tur,4.42,5631,2021
The Truth Project,Dante Medema,4.03,2055,2020
From the Embers,Aly Martinez,4.24,19091,2021
The Chaos Machine: The Inside Story of How Social Media Rewired Our Minds and Our World,Max Fisher,4.33,3137,2022
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,4.21,88855,2014
"The Last Ride of the Pony Express: My 2,000-mile Horseback Journey into the Old West",Will Grant,4.14,125,2023
Dracula,Bram Stoker,4.01,1195516,1897
"How to Get a Date with the Evil Queen (Monster Girlfriend, #2)",Marie Cardno,4.18,34,2023
Do Tell,Lindsay Lynch,3.55,463,2023
"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,4.09,166848,1984
The Gene: An Intimate History,Siddhartha Mukherjee,4.36,46507,2016
The Star-Crossed Sisters of Tuscany,Lori Nelson Spielman,4.21,33246,2018
Pete the Cat Goes Camping,James Dean,4.25,1201,2018
"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",Nabeel Qureshi,4.55,29644,2014
Bilinmeyen Bir Kadının Mektubu,Stefan Zweig,4.12,43880,1922
"Legendborn (Legendborn, #1)",Tracy Deonn,4.39,107842,2020
The Good Life: Lessons from the World&#39;s Longest Scientific Study of Happiness,Robert Waldinger,4.2,3567,2023
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.9,49600,2005
Gallant,V.E. Schwab,3.74,89873,2022
All This Time,Mikki Daughtry,3.92,39157,2020
The Extremely Embarrassing Life of Lottie Brooks,Katie  Kirby,4.36,1102,2021
"Truly, Devious (Truly Devious, #1)",Maureen Johnson,3.96,130618,2018
The Christmas Spirit,Debbie Macomber,4.04,9794,2022
Martina Has Too Many Tías,Emma Otheguy,3.83,47,2023
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,3201579,2003
Girl in a Band,Kim Gordon,3.66,27316,2015
The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,3.85,321606,2018
A Witch&#39;s Sin (Neon Ghosts #1),Daniel B. Greene,3.92,125,2023
The new rules of coffee: a modern guide for everyone,Jordan Michelman,3.99,461,2018
A Blue Ribbon Romance,C.M. Nascosta,4.05,1231,2023
"A World of Curiosities (Chief Inspector Armand Gamache, #18)",Louise Penny,4.5,50634,2022
"Lady&#39;s Well (DCI Ryan Mysteries, #20)",L.J. Ross,4.45,7767,2023
The Complete Stories and Poems,Edgar Allan Poe,4.38,243825,1849
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.19,298478,2015
Bloom,Kevin Panetta,3.94,48671,2019
All Boys Aren&#39;t Blue,George M. Johnson,4.22,31695,2020
Faeries,Brian Froud,3.89,65957,1978
Mooncakes,Suzanne  Walker,3.83,34510,2019
"The Paris Review, Issue 244, Summer 2023",Emily Stokes,3.92,36,2023
Blood Over Bright Haven,M.L.  Wang,4.63,322,2023
Oh Boy: Männlichkeit*en heute,Kim de l\'Horizon,3.88,24,2023
Under This Forgetful Sky,Lauren Yero,4.7,105,2023
僕のヒーローアカデミア 38 [Boku no Hero Academia 38],Kohei Horikoshi,4.28,297,2023
"The Notebook (The Notebook, #1)",Nicholas Sparks,4.14,1616373,1996
"My First Cookbook: Fun recipes to cook together . . . with as much mixing, rolling, scrunching, and squishing as possible!",America\'s Test Kitchen,4.31,48,2020
What Never Happened,Rachel Howzell Hall,3.75,6038,2023
"Watermelon (Walsh Family, #1)",Marian Keyes,3.77,84117,1995
Out of Nowhere,Sandra       Brown,4.47,774,2023
The White Dress,Nathalie Léger,4.08,403,2018
Symphony of Secrets,Brendan Slocumb,4.32,5135,2023
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.29,107538,2020
What Feelings Do When No One&#39;s Looking,Tina Oziewicz,4.69,776,2020
Business adventures,John Brooks,3.82,23129,1969
"When It Falls Apart (The D&#39;Angelos, #1)",Catherine Bybee,4.39,11758,2022
The Housekeepers,Alex   Hay,3.55,1836,2023
Beyond The Story: 10-Year Record of BTS,BTS,4.79,3738,2023
約束のネバーランド 9 [Yakusoku no Neverland 9],Kaiu Shirai,4.58,9704,2018
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.32,607165,2019
Cat Kid Comic Club: On Purpose,Dav Pilkey,4.51,2012,2022
Orphan Train,Christina Baker Kline,4.19,430554,2013
The Bigamist,Rona Halsall,3.89,796,2023
It Figures (It Figures #1),Melody Tyden,3.75,1048,2021
Unperfect,Susie Tate,4.1,9805,2021
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.8,259630,1998
"Fangirl, Vol. 1: The Manga",Sam Maggs,4.22,14500,2020
Small Mercies,Dennis Lehane,4.36,16383,2023
How to Sell a Haunted House,Grady Hendrix,3.77,53813,2023
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1428898,2003
Hunted (The Grey Gates #3),Vanessa  Nelson,4.46,645,2023
The Paris Bookseller,Kerri Maher,3.74,10024,2022
魔入りました!入間くん 32 [Mairimashita! Iruma-kun 32],Osamu Nishi,4.57,21,2023
The Office BFFs: Tales of The Office from Two Best Friends Who Were There,Jenna Fischer,4.24,23714,2022
A Christmas Carol,Charles Dickens,4.07,787170,1843
Brazen: My Unorthodox Journey from Long Sleeves to Lingerie,Julia Haart,3.65,4900,2022
"He Who Fights with Monsters 4 (He Who Fights with Monsters, #4)",Shirtaloon,4.56,10166,2021
Out on a Limb,Hannah Bonam-Young,4.52,7059,2023
Brave New World,Aldous Huxley,3.99,1768439,1932
The Hating Game,Sally  Thorne,3.92,647340,2016
Family Style: Memories of an American from Vietnam,Thien Pham,4.43,405,2023
And There He Kept Her,Joshua Moehling,3.74,8675,2022
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1936908,2007
"Death Note, Vol. 8: Target (Death Note, #8)",Tsugumi Ohba,4.24,23223,2005
Steal (Instinct #3),James Patterson,4.04,9767,2022
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori,4.38,173996,2003
"Fruits Basket, Vol. 8",Natsuki Takaya,4.43,16736,2002
The Salt Grows Heavy,Cassandra Khaw,3.69,4821,2023
On His Bended Knee (The Brides of Purple Heart Ranch #1),Shanae Johnson,4.16,3416,2018
"Say Anarcha: A Young Woman, a Devious Surgeon, and the Harrowing Birth of Modern Women&#39;s Health",J.C. Hallman,3.98,104,2023
Revolution in the Head: The Beatles Records and the Sixties,Ian MacDonald,4.25,5378,1994
"Batman, Vol. 2: The Joker War",James Tynion IV,3.79,1225,2021
Girls and Their Monsters: The Genain Quadruplets and the Making of Madness in America,Audrey Clare Farley,3.69,296,2023
Enter the Body,Joy McCullough,4.04,779,2023
History of Art,H.W. Janson,3.81,34999,1962
The God Delusion,Richard Dawkins,3.9,262114,2006
"Sing Me to Sleep (Sing Me to Sleep, #1)",Gabi Burton,4,1426,2023
Caste: The Origins of Our Discontents,Isabel Wilkerson,4.54,125470,2020
"The Primal Hunter 4 (The Primal Hunter, #4)",Zogarth,4.58,4299,2022
Flight &amp; Anchor,Nicole Kornher-Stace,4.03,66,2023
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,962048,2016
The Mixtape,Brittainy C. Cherry,4.2,25257,2021
Try Not to Die: At Ghostland: An Interactive Adventure,Duncan Ralston,4.65,46,2023
The World Played Chess,Robert Dugoni,4.48,22838,2021
"A Deadly Education (The Scholomance, #1)",Naomi Novik,4,139292,2020
I Guess I Haven&#39;t Learned That Yet: Discovering New Ways of Living When the Old Ways Stop Working,Shauna Niequist,4.04,10339,2022
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,711829,2013
"The Awakening (The Dragon Heart Legacy, #1)",Nora Roberts,4.23,49834,2020
Financial Feminist: Overcome the Patriarchy&#39;s Bullsh*t to Master Your Money and Build a Life You Love,Tori Dunlap,4.18,3732,2022
The Vanishing of Margaret Small,Neil Alexander,4.26,5555,2022
"Black Butler, Vol. 1 (Black Butler, #1)",Yana Toboso,4.36,127029,2007
Lone Women,Victor LaValle,3.75,13001,2023
Small Town Rumors,Carolyn Brown,4.05,24031,2018
"Drive to Feel Alive (Formula Q, #2)",C.D. Rachels,4.2,80,2023
The House Witch,Delemhach,4.23,11848,2022
"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.11,90468,2014
Safiyyah&#39;s War,Hiba Noor Khan,4.66,38,2023
Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,4.43,74190,2021
If We&#39;re Being Honest,Cat Shook,3.54,2909,2023
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,201075,2006
Travels with Charley: In Search of America,John Steinbeck,4.07,90464,1961
"The Sandman, Vol. 9: The Kindly Ones",Neil Gaiman,4.59,49350,1995
Death Loot &amp; Vampires (The Vampire Vincent #1),Benjamin Kerei,4.64,1284,2023
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.04,536123,1994
What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.14,166827,2014
Kingdom Come,Mark Waid,4.26,60848,1996
The Body: A Guide for Occupants,Bill Bryson,4.31,75065,2019
"The Resilience Project: Finding Happiness through Gratitude, Empathy and Mindfulness",Hugh van Cuylenburg,4.32,8254,2019
Observer,Robert Lanza,4.06,1550,2023
A Death at Seascape House (Jemima Jago Mystery #1),Emma Jameson,4.04,1278,2021
An Emotion of Great Delight,Tahereh Mafi,3.77,10684,2021
"The Last Action Heroes: The Triumphs, Flops, and Feuds of Hollywood&#39;s Kings of Carnage",Nick de Semlyen,4.14,427,2023
A Warning About Swans,R.M. Romero,4.29,112,2023
The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,4.38,53717,2016
The Wicked Unseen,Gigi Griffis,3.93,315,2023
The Talk,Darrin Bell,4.74,544,2023
Simply Lies,David Baldacci,4.03,21778,2023
The Salt Path,Raynor Winn,4.04,60189,2018
More Mediterranean: 225+ New Plant-Forward Recipes Endless Inspiration for Eating Well,America\'s Test Kitchen,3.84,105,2021
The Broken Protector,Nicole Snow,4.13,284,2023
I'm with the Band: Confessions of a Groupie,Pamela Des Barres,3.69,18597,1987
1776,David McCullough,4.09,223093,2005
The Waste Land and Other Poems,T.S. Eliot,4.22,62665,1922
Medusa,Jessie Burton,3.93,11323,2021
Bellegarde,Jamie Lilac,3.86,251,2023
Worthy Opponents,Danielle Steel,4.32,7769,2023
Silver Nitrate,Silvia Moreno-Garcia,3.84,2582,2023
"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.93,3101331,2000
Twisted Crows,Will Canduri,4.35,26,2023
"Attack on Titan, Vol. 2 (Attack on Titan, #2)",Hajime Isayama,4.52,50386,2010
The Radcliffe Ladies’ Reading Club,Julia Bryan Thomas,3.72,669,2023
Ottolenghi Simple: A Cookbook,Yotam Ottolenghi,4.31,8553,2018
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.22,96667,2007
Eraser,Anna Kang,3.89,12928,2018
"The Fadeaway (Smart Jocks, #2)",Rebecca Jenshak,4.01,5066,2019
Under Her Care,Lucinda Berry,3.92,17605,2022
Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,Tieghan Gerard,4.32,4214,2017
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.33,342145,1992
Don&#39;t Believe Everything You Think: Why Your Thinking Is The Beginning &amp; End Of Suffering (Beyond Suffering Book 1),Joseph  Nguyen,3.81,2889,2022
"Faith, Hope and Carnage",Nick Cave,4.46,3032,2022
"Danger in Numbers (Amy Larson &amp; Hunter Forrest FBI, #1)",Heather Graham,4,4030,2021
Scammer,Caroline Calloway,3.15,101,2023
You Won&#39;t Believe Me,Cyn Balog,3.61,210,2023
Autobiography,Morrissey,3.62,12455,2013
Bismarck&#39;s War: The Franco-Prussian War and the Making of Modern Europe,Rachel Chrastil,3.9,21,2023
"Yours Truly (Part of Your World, #2)",Abby Jimenez,4.38,94798,2023
The Flatshare,Beth O\'Leary,4.02,343714,2019
"The Mermaid&#39;s Voice Returns in This One (Women Are Some Kind of Magic, #3)",Amanda Lovelace,3.68,17505,2019
The Martian Chronicles,Ray Bradbury,4.15,251993,1950
Blue Skies,T.C. Boyle,4,1021,2023
Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,4.03,25269,2008
"I Hate Fairyland, Vol. 5: Gert&#39;s Inferno",Skottie Young,4.17,139,2023
The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,4.24,23513,2018
Romeo and Juliet,William Shakespeare,3.74,2500168,1597
"薬屋のひとりごと 4 [Kusuriya no Hitorigoto 4] (The Apothecary Diaries [Nekokurage], #4)",Nekokurage,4.51,2832,2019
The He-Man Effect: How American Toymakers Sold You Your Childhood,Brian &quot;Box&quot; Brown,4.24,68,2023
Western Lane,Chetna Maroo,3.54,540,2023
Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,4.06,543255,1871
The Midnight Children,Dan Gemeinhart,4.21,2155,2022
"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,4.34,37817,2023
Deadlock,Simon    Fox,4.28,18,2023
The Shack,William Paul Young,3.81,625793,2007
"Allegiant (Divergent, #3)",Veronica Roth,3.61,1009089,2013
Lioness,Emily Perkins,3.59,113,2023
"Magic Claims (Kate Daniels: Wilmington Years, #2; Kate Daniels, #10.6)",Ilona Andrews,4.76,8127,2023
Northanger Abbey,Jane Austen,3.84,379341,1817
"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.8,958943,1996
怪獣8号 3 [Kaijū 8-gō 3],Naoya Matsumoto,4.41,3342,2021
"Rebel Fire (Rebel Skies, #2)",Ann Sei Lin,4.34,38,2023
"Neverwhere (London Below, #1)",Neil Gaiman,4.17,508555,1996
Dear Dolly,Dolly Alderton,3.93,12584,2022
Did You Hear About Kitty Karr?,Crystal Smith Paul,3.8,16267,2023
Bad Summer People,Emma Rosenblum,3.53,15419,2023
Unsheltered,Barbara Kingsolver,3.64,59828,2018
"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,3.95,219852,2014
Redeeming Love,Francine Rivers,4.51,299914,1991
What&#39;s for Dessert: Simple Recipes for Dessert People: A Baking Book,Claire Saffitz,4.26,595,2022
スキップとローファー 7 [Skip to Loafer 7],Misaki Takamatsu,4.63,695,2022
Se Nietzsche fosse un narvalo. Come l’intelligenza animale svela la stupidità umana,Justin Gregg,3.9,1376,2022
The Lioness of Boston,Emily Franklin,3.85,557,2023
My Not So Perfect Life,Sophie Kinsella,3.81,117584,2017
Forager: Field Notes for Surviving a Family Cult,Michelle  Dowd,3.69,1173,2023
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,528371,2011
The Broken Hearts Club,Susan Bishop Crispell,3.75,159,2023
The Umbrella Maker&#39;s Son,Katrina Leno,4.32,37,2023
"Humor, Seriously: Why Humor Is a Secret Weapon in Business and Life",Jennifer Aaker,3.88,2364,2020
We Waited for You: Now We&#39;re a Family,Cindy Chupack,4.08,49,2023
"Our Last Days in Barcelona (The Perez Family, #5)",Chanel Cleeton,4.13,9929,2022
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,4.47,36137,2020
Friday Night Lights,H.G. Bissinger,4.14,58294,1988
The Bluest Eye,Toni Morrison,4.11,233946,1970
The Primal Hunter 6 (The Primal Hunter #6),Zogarth,4.67,2478,2023
"Beyond That, the Sea",Laura Spence-Ash,4.32,13738,2023
"Thick as Thieves (Thieves, #2)",M.J. Kuhn,4.19,48,2023
"The Well-Watered Woman: Rooted in Truth, Growing in Grace, Flourishing in Faith",Gretchen  Saffles,4.37,2325,2021
"Fruits Basket, Vol. 3",Natsuki Takaya,4.39,19677,1999
The Fire and the Ore,Olivia Hawker,4.08,10300,2022
"The Hook Up (Game On, #1)",Kristen Callihan,3.95,55867,2014
"Some Shall Break (None Shall Sleep, #2)",Ellie Marney,4.34,1090,2023
Abeni&#39;s Song,P. Djèlí Clark,4.09,137,2023
逃げ上手の若君 11 [Nige Jōzu no Wakagimi 11],Yūsei Matsui,3.6,5,2023
A Brief History of Time,Stephen Hawking,4.21,411830,1988
Drowning,T.J. Newman,4.26,14705,2023
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.09,19211,1921
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,4.18,191433,2004
"Crave (Crave, #1)",Tracy Wolff,3.81,149870,2020
"The Journey (Big Panda &amp; Tiny Dragon, #2)",James Norbury,4.4,3893,2022
"The Nazi Conspiracy: The Secret Plot to Kill Roosevelt, Stalin, and Churchill",Brad Meltzer,4.2,4961,2023
"The Fallen Girls (Detective Clara Jefferies, #1)",Kathryn Casey,4.26,2409,2020
Leviathan,Thomas Hobbes,3.71,45693,1651
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.36,188598,2018
Other Birds,Sarah Addison Allen,4.06,46697,2022
Blood and Oil: Mohammed bin Salman&#39;s Ruthless Quest for Global Power,Bradley Hope,4.27,6386,2020
"The Rebound (Looking to Score, #4)",Kendall Ryan,4.07,2903,2021
"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,4.16,191368,2022
"In the Case of Heartbreak (Fern Falls, #2)",Courtney Kae,3.78,383,2023
The Upside of Falling,Alex Light,3.62,90214,2020
"007: For King and Country, #3",Phillip Kennedy Johnson,4.18,11,2023
The Ones We Choose,Julie   Clark,4.04,6756,2018
Palazzo,Danielle Steel,4.31,3597,2023
The Simple Comforts Step-by-Step Instant Pot Cookbook: The Easiest and Most Satisfying Comfort Food Ever ― With Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),Jeffrey Eisner,4.36,107,2022
Half-Blown Rose,Leesa Cross-Smith,3.45,2809,2022
Houdini and Me,Dan Gutman,3.66,555,2021
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.35,241578,1996
"Legends and Liars (Echoes and Empires, #2)",Morgan Rhodes,3.61,218,2023
The Princess Diarist,Carrie Fisher,3.69,81111,2016
"Fantastic Four, Vol. 1: Whatever Happened to the Fantastic Four?",Ryan North,4.03,99,2023
Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,Mark Adams,3.85,18200,2011
The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making: A Cookbook,Alana Chernila,3.72,17503,2012
These Impossible Things,Salma El-Wardany,4.23,8616,2022
The Frugal Wizard’s Handbook for Surviving Medieval England,Brandon Sanderson,3.81,19401,2023
On the Genealogy of Morals,Friedrich Nietzsche,4.13,26770,1887
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera,4.15,20107,2021
"Done and Dusted (Rebel Blue Ranch, #1)",Lyla Sage,4.05,23696,2023
Picking up the Pieces,Amanda Prowse,4.37,7056,2023
A Chance Inheritance,Carolyn Brown,3.65,2088,2021
I Want to Eat Your Pancreas,Yoru Sumino,4.4,9994,2018
The Con Queen of Hollywood: The Hunt for an Evil Genius,Scott C. Johnson,3.38,143,2023
The Lean Startup,Eric Ries,4.11,311365,2011
"The Evening and the Morning (Kingsbridge, #0)",Ken Follett,4.38,96067,2020
Varina Palladino&#39;s Jersey Italian Love Story,Terri-Lynne DeFino,3.79,1364,2023
The Miseducation of Cameron Post,Emily M. Danforth,4.06,52837,2012
The Only Good Indians,Stephen Graham Jones,3.71,66960,2020
STFU: The Power of Keeping Your Mouth Shut in an Endlessly Noisy World,Dan  Lyons,3.75,684,2023
Memorial,Bryan Washington,3.58,32466,2020
"The Instant Pot® Meals in a Jar Cookbook: 50 Pre-Portioned, Perfectly Seasoned Pressure Cooker Recipes",Pamela Ellgen,4.06,143,2019
"God, Human, Animal, Machine: Technology, Metaphor, and the Search for Meaning",Meghan O\'Gieblyn,4.33,1297,2021
All Along You Were Blooming: Thoughts for Boundless Living,Morgan Harper Nichols,4.24,6059,2020
You Can&#39;t Stay Here Forever,Katherine  Lin,3.25,585,2023
鬼滅の刃 11 [Kimetsu no Yaiba 11],Koyoharu Gotouge,4.63,11371,2018
"A Witch&#39;s Guide to Fake Dating a Demon (Glimmer Falls, #1)",Sarah  Hawley,3.73,9071,2023
Fear and Trembling (Penguin Great Ideas),Søren Kierkegaard,4,24697,1843
とんがり帽子のアトリエ 8 [Tongari Bōshi no Atelier 8],Kamome Shirahama,4.47,3998,2020
"Dog Man: Mothering Heights (Dog Man, #10)",Dav Pilkey,4.54,5178,2021
"A Favor for a Favor (All In, #2)",Helena Hunting,4.16,28207,2020
"Queen of Gods (House of Shadows, #2)",Katharine Corr,4.2,46,2023
The Girl Who Fell From the Sky,Emma Carey,4.46,4874,2022
"Handyman Saitou in Another World, Vol. 1 (Handyman Saitou in Another World, 1)",Ichitomo Kazutomo,3,13,2023
The Colony,Audrey Magee,4.13,7238,2022
Infidel,Ayaan Hirsi Ali,4.19,89072,2006
Rita and the Raider (Alien Abduction #18),Honey Phillips,4.4,525,2023
"Swallow Your Pride (The Carlson Brothers, #1)",Sarah   Blue,3.99,1196,2023
Saving Time: Discovering a Life Beyond the Clock,Jenny Odell,3.66,1658,2023
القرآن الكريم,Anonymous,4.39,66309,632
"A Sign of Affection, Vol. 1",Suu Morishita,4.39,7911,2019
"A Simple Murder (Kate Burkholder, #4.5, 6.5, 7.5, 8.5, 9.5, 10.5)",Linda Castillo,3.99,2796,2021
Every Last Secret,A.R. Torre,3.99,91212,2020
